0.0,0.0,0.115,0.115,0.069,0.0,0.017,0.046,0.0,0.17800000000000002,0.017,0.0,0.034,0.184,0.16699999999999998,0.006,0.0,0.052000000000000005,0.0,123.0,0.057,0.024
0.0,0.0,0.043,0.2,0.113,0.0,0.017,0.043,0.0,0.14800000000000002,0.017,0.0,0.017,0.2,0.10400000000000001,0.009000000000000001,0.0,0.087,0.0,98.0,0.013000000000000001,0.013000000000000001
42.17,7.17,0.09,0.14400000000000002,0.09,0.0,0.018000000000000002,0.07200000000000001,0.0,0.153,0.018000000000000002,0.0,0.036000000000000004,0.14400000000000002,0.11699999999999999,0.027000000000000003,0.0,0.09,0.0,96.0,0.08199999999999999,0.096
49.45,56.0,0.075,0.182,0.09,0.0,0.024,0.068,0.0,0.23399999999999999,0.032,0.0,0.037000000000000005,0.046,0.149,0.006,0.0,0.057,0.0,1229.0,0.09300000000000001,0.032
37.6,42.1,0.095,0.16399999999999998,0.099,0.0,0.03,0.086,0.0,0.159,0.047,0.0,0.052000000000000005,0.08199999999999999,0.129,0.0,0.0,0.055999999999999994,0.0,145.0,0.083,0.034
0.0,0.0,0.14800000000000002,0.14800000000000002,0.19699999999999998,0.0,0.0,0.033,0.0,0.098,0.016,0.0,0.066,0.066,0.131,0.033,0.0,0.066,0.0,52.0,0.025,0.025
40.35,38.12,0.084,0.195,0.075,0.0,0.013000000000000001,0.084,0.0,0.212,0.031,0.0,0.018000000000000002,0.084,0.15,0.004,0.0,0.049,0.0,149.0,0.02,0.027000000000000003
0.0,0.0,0.075,0.16699999999999998,0.08,0.0,0.015,0.06,0.0,0.226,0.057999999999999996,0.0,0.031,0.07400000000000001,0.155,0.006,0.0,0.053,0.0,647.0,0.028999999999999998,0.028999999999999998
0.0,0.0,0.099,0.146,0.066,0.0,0.019,0.10300000000000001,0.0,0.244,0.033,0.0,0.052000000000000005,0.038,0.16,0.005,0.0,0.038,0.0,175.0,0.042,0.077
39.8,39.8,0.085,0.19699999999999998,0.09,0.0,0.016,0.069,0.0,0.218,0.005,0.0,0.027000000000000003,0.096,0.106,0.027000000000000003,0.0,0.064,0.0,120.0,0.05,0.042
43.8,51.6,0.07,0.222,0.054000000000000006,0.0,0.027999999999999997,0.066,0.0,0.212,0.040999999999999995,0.0,0.013000000000000001,0.098,0.139,0.0,0.0,0.057,0.0,200.0,0.055,0.065
